unique_id,text,relevance_0_true,relevance_1_true,relevance_2_true,relevance_0_pred,relevance_1_pred,relevance_2_pred,consistency_relevance_0,consistency_relevance_1,consistency_relevance_2,correct_1,tp_1,tn_1,fp_1,fn_1,correct_2,tp_2,tn_2,fp_2,fn_2,correct_3,tp_3,tn_3,fp_3,fn_3
136,"In this regard, developed country parties should take the lead, including finance,technology and capacity building for developing countries to address adaptationmeasures.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
138,"Apart from that, we requestdeveloped country parties to reduce their emissions by at least 45% below 1990 levelsin 2020 and 80-95% by 2050.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
139,"In addition, major developing countries must also reducetheir emissions through National Appropriate Mitigation Actions (NAMAs) and other formof mitigation actions.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
140,"Our future generation will proud of us, if we are willing to stop their furure through a consensus and right decision we made here, in Warsaw.",0,0,1,0,1,1,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
141,"Mr President,At this very decisive moment in the history of climate negotiations we have to come tothe point where we must overcome inaction.",1,0,0,0,1,1,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
146,"We necd to respect it, but “instead we are oftenguided by the pride of dominating, possessing, manipulating, exploiting; we do not‘preserve’ the earth, [...] we do not consider it as a frecly-given gifl to look after” (PopeFrancis, General Audience, 5 June 20/3).",1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
147,"“Respect for the environment, however, meansmore than not destroying it; it also means using it for good purposes” (Pope Francis,Address to the European Parliament, 25 November 2014).",1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
148,"The Holy See’s Delegation has repeatedly called for a clear and firm political will toagree on tangible and concrete action, and has urged the adoption of common bindingmeasures and adequate budgcts for cffective and sustainable action on mitigation andadaptation, as well as on sharing technologies and know-how.",0,0,1,1,0,0,1.0,1.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
151,We can achieve two interconnected objectives: combatingpoverty and easing the effects of climate change.,1,0,0,0,1,1,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
156,"There is no room for the globalization of indifference, the economy of exclusion or the throwaway culture so foten denounced by Pope Francis.",0,0,1,1,0,0,1.0,1.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
162,"Wehave only one year left to the COP-21 in Paris, where the world is expecting an answer inthe form of a new climate Treaty.",1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
163,We were unable to give that answer in 2009 when wefailed to reach an agreement in Copenhagen.,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
166,"Thisrequires the full, responsible and dedicated collaboration of all, according to theirpossibilities and circumstances.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
178, Climate change poses a serious global challenge as evidenced b y science and therefore requires an urgent and immediate action by all .,0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
181," COP 20/CMP 10 present an opportunity for us to make bold and comprehensive decision s for a safe r Planet, its people and their livelihoods.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
182,A strong outcome here in Lima is critical for laying a firm foundation for 2015 Agreement.,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
184,"The Agreement must address all the elements of mitigation, adaptation, finance, technology, capacity -building, transparency of action, and support in a comprehensive and balanced manner without om itting the aspects of loss and damage .",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
186,The INDCs must reflect the efforts Parties are willing to contribute towards the enhanced implementation of their obligations under the convention as enshrined in its Article 4.,0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
187, Enhancing the pre -2020 ambition is critical to keep us on track to a below two degree temperature rise ; and to help build necessary trust and confidence for a meaningful 2015 Agreement.,0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
188,"Developed countries should take the lead in increasing their mitigation ambition, and providing enhanced support for developing countries to incre ase their ambition.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
190,It is in this respect that I call for a speedy ratification of the Doha Amendment to Kyoto Protocol to allow entry into force of the Second Commitment period of the Protocol .,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
192," I also welcome , and indeed recognise pledges by some developed countr y-Part ies to the Green Climate Fund and urge for more accelerated action to ensure its full capitalization .",0,0,1,1,0,0,1.0,1.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
197," Lastly distinguished Ladies and Gentlemen, A m eaningful outcome from this conference is critical in enhancingthe multilateral rules based regime under the UNFCCC .",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
204, We need to build on this momentum and answer these calls by taking action.,0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
208,  It is part of our efforts to find innovative solutio ns to rethink and reengineer our economy for climate -smart development.,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
211," [Global agreement ]  But actions by a partial number of countries will not be sufficient to address climate change , and coordinated international response is essenti al.",0,0,1,1,0,0,1.0,1.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
212," This is why we need to build a meaningful, durable, and truly global agreement which will inspire actions on the ground.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
215," Building on the progress we have made, the focus of 2015 agreement should be on how to strengthen implementation of the convention , not another political statement .",0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
217,"  First, our conversation on the new agreement should leave no one behind .",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
219,  This bottom -up approach will help us broaden the base of the agreement and ensure global participation .,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
220,"  Second, the agreement should be relevant to all .",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
223,"  Last but not least, t he agreement should also lay solid foundation for transparency and accountability with a clear set of rules .",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
226, Let us REBUILD confidence in international response to climate change ; RENEW our commitments to take action; and  REVITALIZE hope for our common future.,0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
227,  Korea stands ready and looks forward to working with all parties and relevant stakeholders for success in Lima and Paris.,0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
239,"Tonga is the pioneer in the synthesis of Climate Change and Disaster Risk through implementation of our Joint National Action Plan on Climate Change Adaptation and Disaster Risk Management, and we have now increased our mitigation efforts to achieve an ambitious 100% RE by 2020 via Tonga’s Energy Road Map.",0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
242,"Tonga consider s climate change to be the greatest threat to our very survival ,  and have highlighted through national efforts, the need to respond urgently  and adequately to the social, economic and security impacts of climate change, to  ensure our survival and viability .",1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
246,"The failure to act and implement such initiatives to counter the effects of climate change will guarantee the rapid deterioration of our planet , our people, our islands, and our cultures.",1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
257,"Although our Pacific countries only contribute 0 .03% of the world’s greenhouse gas emissions, we will be the first to go under water if the business as usual scenarios of the IPCC eventuate.",1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
258,We have continuously called for ambitious global targets which would ensure our long term survival as nations.,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
259,"As you may know, SIDS have called for the most ambitious target of limiting global warming to no more than 1.5 degrees Celsius above pre -industrial levels.",1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
260,"We must all work collectively, with a sense of urgency and purpose, to address these challenges a nd to support all island countries to become more resilient.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
263,This is vital to protect our precious island biodiversity and also as a key front line response to a changing climate and rising sea levels.,1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
265,"The point is that the Pacific Island Countries have done a lot on climate change with limited resources, but much more n eeds to be done.",0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
267,This is a key message for the UNFCCC – the Pacific have the skills and knowledge to implement real tangible solutions.,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
268,"The guidance to the financing mechanisms should call for flexibility for SIDS and allow for replication of best practices, and should be commensurate to needs in the region.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
273,"Climate change has as much if not more destructive power than the scourge of terrorism, and we do not hear leaders talk about setting up a voluntary market based response to counter terrorism! ",1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
275,"Furthermore, we hope to seek clarity on the INDC process at this session.",0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
276,"It is important for the long term survival of SIDS that the ambitions put forward by countries deliver real reductions in e missions that can be quantifiable, and are measurable and transparent.",0,1,0,0,0,1,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
277,"As mentioned earlier, SIDS stand ready to do their part, and with assistance from the international community stand ready to contribute with concrete climate actions.",0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
278,We call on devel opment partners to accelerate technical and financial support to the Pacific Island countries to enable us to develop our INDCs and translate our ambitious aspirations into actions.,0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
301,"Therefore, we should always bear this in mind as the focus of our work here.",1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
315,"We therefore call for action by the COP to e nsure that this review is completed in a timely manner so that it can inform parties in making their INDCs, and in informing our decision making in Paris.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
316,"From our perspective, a 1.5 degree target is essential, as we are already experiencing destructive ev ents and impacts under the current less than 1 degree Celsius level.",1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
319,We would urge development partners to support SIDS in improving their observation networks and establish new monitoring stations.,0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
343,"In that regard, we expect further and stronger support fromthe European Union, whose efforts we fully support in thenegotiation process.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
344,"That is why we are ready to, throughsynergetic action and in line with the objectives ofsustainable development adapted in September this year inthe UN General Assembly, adapt our economy, society andthe environment to the low-carbon development, throughwhich we need to elevate the contribution of the renewableenergies to the highest possible level.",1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
348,"We have come to Paris convinced that, on the basis of compromise and consensus, a fair agreement will be reached,which should be effective, binding to all countries, with aclearly highlighted common and shared responsibility toreduce emissions of greenhouse gases, but also with aprecisely defined relation between developed and lessdeveloped countries.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
352,Paris is a historic opportunity that we cannot miss.,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
359,"To succeed, we need every country doing its very best and the worldmoving together in the same direction.",0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
360,"The world has changed forthe better, and everyone needs to take responsibility.",1,0,0,0,1,1,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
361,"For the European Union, the credibility of the deal will depend onour collective ambition.",0,0,1,0,1,1,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
362,"First, mitigation ambition:In order to really reduce global emissions, the agreement must have:A global vision for a long-term operational goal in line with science.",1,0,0,0,1,1,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
363,This goal will tell us how and when we need to increase the ambition to meet our target;,0,1,0,0,1,1,1.0,1.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
364,A regular review every five years to consider the progress madeand raise our collective ambition.,1,0,0,0,1,1,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
366,A robust transparency and accountability system to ensure thatwhat is promised will be delivered.,1,0,0,0,1,1,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
367,"These elements are necessary to give the world the confidence that ,we the governments, are determined to do what it takes to stopcatastrophic climate change.",1,0,0,0,1,1,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
369,"Beyond emissions reductions, this agreement must help countries,especially those most vulnerable, adapt to climate change impacts.",0,0,1,0,1,1,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
371,Our message to the most vulnerable countries is very clear: you cancount on the European Union.,0,0,1,1,0,0,1.0,1.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
372,"We have done a lot in the past, and we will continue to do more.",0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
373,"Together, we must conclude a balanced agreement that will help usreduce emissions while helping the most vulnerable to adapt to theexisting climate impacts.",0,0,1,0,1,1,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
377,The European Union come here to Paris to seal an ambitious deal.,0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
378,We look forward to the next few days.,0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
379,Let us get the job done. Together. ,0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
381,We also wish to stress our abhorrence of these cowardly and criminal acts perpetrated without regard for human dignity and the sanctity of human life.,1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
384,It is clear to us that terrorism and the threat of climate change share many common widespread devastating characteristics wh ich serve to underscore the fact that they both require a coordinated global response.,1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
385,  Addressing the challenge of climate change will require a committed and ambitious global effort over the remainder of this century.,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
389,We advance that thi s is the only way we will be able to achieve the level of global action required before it is too late.,0,1,0,0,0,1,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
392,Some basic elements are required to ensure that the agreement will be effective.,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
393,A common commitment to implement is the basis for trust and cooperation .,1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
401,"Nevertheless, w e have acknowledged the need to play our part in the fight against climate change in order to safeguard the future of our people.",1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
402,"Consequently, Trinidad and Tobago has submitted its intended nationally determined contribution (iNDC), which it expects to become a commitment in the context of t he agreement to be reached at this Conference .",1,0,0,1,1,0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
408,It is for these reasons that a critical element of the Paris agreement must be the establishment of arrangements to address loss and damage.,0,0,1,0,1,0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
410," Mr. President the outcome of this conference can either be our greatest triumph in the fight against climate change, or, our most glaring defeat.",1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
411,Now is not the time for further delay.,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
412,Now is the time for delivery.,1,0,0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
422,We strongly believe that the Paris Agreement will become a crucial instrument to cope with the climate change challenges and threats and will guide our future action and effort in this regard.,1,0,0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
424,"The Czech Republic is currently well on track to fulfil its commitments under the Convention, the Kyoto Protocol and the Paris Agreement .",0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
426,"A new Climate Protection Policy in the Czech Republic, which will serve as our low carbon development strategy is expected to be adopted in March 2017. ",0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
427,The Policy suggests reaching a long term goal to reduce GHG emissions in 2050 by 80 per cent and that all key economic sectors will contribute to achieving this goal with specific measures.,0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
429,The total budget for these measures will reach more than 2 bill. Euro by 2020.,0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
432,"The Strategy will be implemented through its National Action Plan on Adaptation, which is currently being submitted to the Government for approval.",0,1,0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
436,It is a clear signal for us that there is no time to waste.,0,1,0,0,0,1,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
